Class Name,Created By,Created Date,Last Modified By,Last Modified Date,Type,Purpose,How It's Used
PartnerNetPricePosthook,Nir Kailash,2026-06-08,Liam Jeong,2026-07-13,impl,"Post-pricing-procedure Apex hook that stamps partner-tier net (PartnerUnitPrice) on quote/order lines, resolves the commercial net as the lower of procedure net vs partner net, applies deferred partner pricing on derived maintenance, commits COLA/renewal net, and localizes ABA-stamped raw-USD nets for non-USD lines.",Registered as a RevSignaling.SignalingApexProcessor posthook step in the Revenue Cloud pricing procedure (executes after Rev Mgmt Default Pricing); also exposes a static applyNetPricesToOrder(orderId) entry point called post-PlaceOrderExecutor to rebuild context and reapply partner net on Orders.
PartnerNetPricePosthookTest,Nir Kailash,2026-06-08,Liam Jeong,2026-07-13,test,"Unit test class for PartnerNetPricePosthook covering commercial-net resolution, deferred partner pricing, COLA/renewal-maintenance net commits, new-maintenance fallback pricing, and untagged-tier default behavior.",Run by the Apex test framework (@IsTest) to validate PartnerNetPricePosthook; not invoked at runtime.
PartnerNetResolutionCalculator,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,"Pure, deterministic helper providing commercial-unit-price resolution (lower of procedure net vs partner unit price) and pre-procedure price resolution (regional net, then unit price, then list price) with no SOQL/context dependency.","Called as a static utility by PartnerNetPricePosthook, PartnerPricingGate, and PartnerPricingPrehookV2 to compute partner/commercial pricing without needing the RCA context runtime."
PartnerNetResolutionCalculatorTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,Unit tests verifying PartnerNetResolutionCalculator's resolveCommercialUnitPrice and resolvePreProcedurePrice precedence/fallback logic.,Run by the Apex test framework (@IsTest) to validate PartnerNetResolutionCalculator; not invoked at runtime.
PartnerParticipationResolver,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,impl,Pure utility that determines which partner accounts participate on a line (billing partner always; reseller/distributor/referral added under Guaranteed Margin) and resolves a given partner's role label.,Called as a static utility from PartnerPricingPrehookV2 and PartnerNetPricePosthook to build partner-Id sets and role labels for margin/discount pricing.
PartnerParticipationResolverTest,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,test,Unit tests for PartnerParticipationResolver covering partner-Id collection under discount vs guaranteed-margin models and partner-role resolution precedence/dedup.,Run by the Apex test framework (@IsTest) to validate PartnerParticipationResolver; not invoked at runtime.
PartnerPortalRegistrationHandler,Joe Martinez,2026-02-13,Joe Martinez,2026-03-28,impl,"Auth.RegistrationHandler implementation that creates or updates a partner-portal User (and linked Contact/Account) on SSO/OIDC authentication, resolving profile, approval-by-domain, and name-splitting logic.",Invoked automatically by Salesforce's Auth provider/SSO registration flow (Auth.RegistrationHandler interface) when a partner authenticates via the external identity provider.
PartnerPortalRegistrationHandlerTest,Joe Martinez,2026-02-13,Joe Martinez,2026-03-28,test,"Unit tests for PartnerPortalRegistrationHandler covering new-user creation (active/inactive by domain approval), update of existing users, permission-set assignment, and name-parsing edge cases.",Run by the Apex test framework (@IsTest) to validate PartnerPortalRegistrationHandler; not invoked at runtime.
PartnerPricingGate,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,impl,Pure decision-predicate class determining whether a line needs deferred partner pricing (partner unit price not yet set but net priced over a zero pre-procedure base) and whether the pricing procedure already owns/stamped the partner net so the posthook should skip re-applying it.,Called as a static utility by PartnerNetPricePosthook (shouldSkipProcedureOwnedPartner / needsDeferredPartnerPricing delegate to this class).
PartnerPricingGateTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,Unit tests for PartnerPricingGate verifying needsDeferredPartnerPricing and shouldSkipProcedureOwnedPartner gating decisions across representative context-tag field shapes.,Run by the Apex test framework (@IsTest) to validate PartnerPricingGate; not invoked at runtime.
PartnerPricingPayloadBuilder,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,impl,"Pure assembler that builds the ordered list of context-update attribute maps (Pre_Partner_Price__c, Partner_Adjusted_Price__c, PartnerUnitPrice, PartnerDiscountPercent, optional NetUnitPrice/UnitPrice overrides, margin detail JSON, warning) used to stamp partner-pricing results onto a line.",Called as a static utility by PartnerPricingPrehookV2's processLineItem to construct the context-attribute payload submitted via updateContextAttributes.
PartnerPricingPayloadBuilderTest,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,test,"Unit tests for PartnerPricingPayloadBuilder verifying the attribute payload shape/values for discount, zero-percent, and warning scenarios.",Run by the Apex test framework (@IsTest) to validate PartnerPricingPayloadBuilder; not invoked at runtime.
PartnerPricingPrehookV2,Ben Kozlowski,2026-05-27,Liam Jeong,2026-07-09,impl,"Apex before-pricing-procedure hook that applies partner pricing adjustments (Guaranteed Margin additive or Discount model) to quote/order lines based on the Quote's Billing Partner and Partner Pricing Model, executing after Regional Pricing and before COLA.","Registered as a RevSignaling.SignalingApexProcessor prehook step in the Revenue Cloud pricing procedure, invoked by the RCA pricing orchestration engine during quote/order repricing."
PartnerPricingPrehookV2Test,Ben Kozlowski,2026-05-27,Nir Kailash,2026-06-08,test,"Unit/integration test class for PartnerPricingPrehookV2 covering partner pricing model loading, margin/discount calculations, line-item processing (Fortra-Originated vs standard deal type), and tag-value extraction helpers.",Run by the Apex test framework (@IsTest) to validate PartnerPricingPrehookV2; not invoked at runtime.
PartnerPricingService,Marc DeBrey,2026-01-29,Liam Jeong,2026-07-09,impl,"Service class providing reusable partner-pricing business logic: retrieving Partner_Pricing_Model__c records (single/bulk), resolving Fortra product type for a line (with Product2 fallback), and calculating Guaranteed Margin / Discount adjusted prices.","Called as a static utility from PartnerNetPricePosthook, PartnerPricingPrehookV2, and other pricing hooks/services to load partner models and compute margin-adjusted prices."
PartnerPricingServiceTest,Marc DeBrey,2026-01-29,Nir Kailash,2026-06-21,test,"Unit tests for PartnerPricingService covering pricing-model retrieval (single/bulk/expired/future), margin-for-product-type mapping, Guaranteed Margin and Discount price calculations, product-type resolution/bulk-loading, and partner role/margin-detail JSON building.",Run by the Apex test framework (@IsTest) to validate PartnerPricingService; not invoked at runtime.
PartnerPricingServiceV2,Ben Kozlowski,2026-05-27,Liam Jeong,2026-07-07,impl,"Service class computing partner pricing: selects the best-matching Partner_Pricing_Model__c per quote line (Solution Category > Group > Unit > default hierarchy) and calculates Guaranteed Margin (additive) or Discount model prices, including Fortra-Originated vs Non-Originating margin percent selection with catalog fallback.",Public static utility invoked by other Apex pricing hooks/prehooks (e.g. partner net pricing logic) to fetch candidate models and compute adjusted prices; not itself an @InvocableMethod or interface implementation.
PartnerPricingServiceV2Test,Ben Kozlowski,2026-05-27,Ben Kozlowski,2026-05-27,test,"Unit test for PartnerPricingServiceV2 covering margin lookup by product type, additive guaranteed-margin pricing, discount pricing, model candidate retrieval with effective-date filtering, and best-model hierarchy selection.",Test class run by CI/deployment; not called at runtime.
PopulateAssetLegacyFieldsAction,Marc DeBrey,2026-02-10,Marc DeBrey,2026-07-06,impl,"Invocable action that backfills legacy Asset fields (Status, Quantity, Price, Hardware__c, Legacy_Id__c) on lifecycle-managed Assets created from an Order by reading their AssetActionSource records, since Revenue Cloud's standard assetize action leaves those legacy fields null.",Called via @InvocableMethod from the Fortra_Assetize_Order Flow immediately after the createOrUpdateAssetFromOrder action.
PopulateAssetLegacyFieldsActionTest,Marc DeBrey,2026-02-10,Marc DeBrey,2026-07-06,test,"Unit test for PopulateAssetLegacyFieldsAction, covering empty/null input handling and buildAssetUpdates logic (full update, missing hardware/legacy, multiple assets, source item not found) since AssetActionSource cannot be DML-inserted in tests.",Test class run by CI/deployment; not called at runtime.
PortalUserManagementHelper,Joe Martinez,2025-12-16,Joe Martinez,2026-04-28,impl,"Helper for partner portal Experience Cloud user administration: grants Fortra Academy access, lists/searches partner users under the running user's account, and activates/deactivates/reassigns profiles for those users.",giveFortraAcademyAccess is an @InvocableMethod called from a Flow; getUsers/searchUsers/activateUsers/deactivateUsers/modifyUsersProfile are @AuraEnabled methods called from an LWC/Aura portal user management component.
PortalUserManagementHelperTest,Joe Martinez,2025-12-16,Joe Martinez,2026-04-28,test,Unit test for PortalUserManagementHelper verifying getUsers/searchUsers scoping to the running user's account and profile-based user activation/deactivation/profile-modification.,Test class run by CI/deployment; not called at runtime.
PowerOrderSplittingService,Marc DeBrey,2026-02-06,Liam Jeong,2026-07-08,impl,"Bulk-safe service that splits Power-solution-group Order lines with quantity>1 into individual qty=1 lines during Quote-to-Order conversion, cloning or sharing Hardware__c and cloning Partition__c records per the product's Power_Split_Type__c, while guarding against oversized synchronous clone counts (SC-3447 MAX_SYNC_CLONES cap) and skipping seat/license-count lines with no Partition/Hardware.",Invoked via @InvocableMethod (Split Power Order Lines) from the Quote-to-Order conversion Flow; also exposes a processOrder(Id) static entry point used internally/by tests.
PowerOrderSplittingServiceTest,Marc DeBrey,2026-02-06,Liam Jeong,2026-06-28,test,"Unit test for PowerOrderSplittingService covering Order Line Only vs Order Line and Hardware split types, non-Power/qty-1 exclusion, the no-Partition/Hardware seat-count skip (SC-3447 P3), bulk multi-order processing SOQL/DML budget, and the MAX_SYNC_CLONES guardrail.",Test class run by CI/deployment; not called at runtime.
PricebookEntryCascadeDeleter,Marc DeBrey,2026-04-30,Marc DeBrey,2026-04-30,impl,"Cascade-deletes a PricebookEntry along with all dependent records (OpportunityLineItem, AssetActionSource, AssetAction, Asset and its child records like AssetStatePeriod/AssetRelationship/AssetContractRelationship) to allow cleanup of orphaned/incorrect pricing data.","Invoked via @InvocableMethod (Cascade Delete Pricebook Entry), likely from an admin utility Flow or Screen Flow for data cleanup."
PricingCharacterizationTest,Liam Jeong,2026-07-07,Liam Jeong,2026-07-10,test,"Characterization tests pinning current behavior of PartnerPricingServiceV2's pure static methods (margin-for-product-type incl. E-04 Fortra-Originated fallback, guaranteed margin additive formula, discount pricing, and model selection hierarchy) using purely in-memory objects with no DML.",Test class run by CI/deployment to catch regressions during pricing consolidation; not called at runtime.
PricingException,Liam Jeong,2026-07-09,Liam Jeong,2026-07-10,impl,"Custom exception type extending AppException for deliberate, catchable, self-classifying throws within the pricing domain.",Thrown/caught by pricing hook/service Apex code (e.g. PricingHookLoggerTest constructs it to simulate a swallowed pricing exception).
PricingHookLogger,Liam Jeong,2026-07-09,Liam Jeong,2026-07-10,impl,"Facade over ExceptionLogger that publishes a Pricing_Exception__e platform event (with truncated hook name, phase, context id, exception type/message/stack trace) for a swallowed pricing prehook/posthook exception, without throwing or affecting the hook's TransactionStatus.",Called via logPrehook/logPosthook static methods from within pricing prehook/posthook Apex classes' top-level catch blocks; the published event is consumed by a subscriber Flow that persists it to Exception_Log__c.
PricingHookLoggerTest,Liam Jeong,2026-07-09,Liam Jeong,2026-07-10,test,"Unit test for PricingHookLogger verifying that logPosthook/logPrehook publish a Pricing_Exception__e that the subscriber Flow persists into Exception_Log__c with correct Source, Hook_Phase, Severity, Context_Id, and message text, including the null-exception path.",Test class run by CI/deployment; not called at runtime.
PricingPrehookTestFixtures,Marc DeBrey,2026-06-10,Liam Jeong,2026-06-27,impl,"Shared test-data builder for the pricing-prehook test suite, providing helpers to create Accounts, Hardware__c records, tag/itemNode map builders for ExpressionSet-style payloads, and an Asset+Activated Contract with COLA override (best-effort AssetContractRelationship linking) for COLA uplift tests.",Called by other @isTest pricing prehook test classes to build fixture data; includes a self-test (testAssetWithActivatedContractOverride) verifying the fixture itself.
PsmMismatchRemediationBatch,Nir Kailash,2026-07-06,Nir Kailash,2026-07-06,impl,One-time Database.Batchable remediation job that aligns ProductSellingModelOption defaults and creates missing Standard/Fortra PricebookEntry rows for a hardcoded list of PSM_MISMATCH ProductCodes per a mapping spreadsheet (One-Time vs Term Based - Annual selling models).,Run manually/one-off via Database.executeBatch (e.g. from anonymous Apex or Setup) to remediate data; not triggered by ongoing automation.
PsmoOrphanScanner,Liam Jeong,2026-05-16,Liam Jeong,2026-07-10,impl,"Stateful Database.Batchable diagnostic job that scans all PricebookEntry rows with a ProductSellingModelId and reports (via debug logs) counts of distinct (Product2, ProductSellingModel) combinations lacking a matching ProductSellingModelOption record.",Run manually via Database.executeBatch(new PsmoOrphanScanner()) for ad-hoc data-quality investigation; not triggered by ongoing automation.
Q2OConversionFaultHandler,Marc DeBrey,2026-06-08,Marc DeBrey,2026-06-08,impl,"Classifies a Convert-Quote-to-Order flow failure (governor limit, misleading/real Legal Entity issue, or other) into actionable end-user guidance and cleans up any orphaned Draft Order left behind by the failed conversion.",Invoked as a single-request @InvocableMethod (handle) from the Convert-Quote-to-Order Flow's fault path.
Q2OConversionFaultHandlerTest,Marc DeBrey,2026-06-08,Marc DeBrey,2026-06-08,test,Unit test for Q2OConversionFaultHandler.,"Test class; run by Apex test execution, exercises handle() and its private helpers via @TestVisible seams."
QLDescriptionCalculator,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,impl,"Pure, side-effect-free logic (extracted from QLDescriptionGeneratorPrehook) that builds QuoteLineItem Description strings from product name and configuration attributes, builds updateContextAttributes payloads, and parses queryTags responses.",Called internally by QLDescriptionGeneratorPrehook's thin wrapper methods; also called directly by its own unit tests.
QLDescriptionCalculatorTest,Liam Jeong,2026-07-08,Liam Jeong,2026-07-10,test,"Unit tests for QLDescriptionCalculator's description-building, context-update-payload-building, and queryTags-response-parsing logic.",Test class; run by Apex test execution.
QLDescriptionGeneratorPrehook,Marc DeBrey,2026-04-27,Liam Jeong,2026-07-09,impl,Pricing prehook that auto-generates QuoteLineItem.Description (Product Name plus ordered configuration-attribute segments including a special Unit Type segment) and writes it back via Context.IndustriesContext.updateContextAttributes since DML is forbidden in prehooks.,"Registered as a RevSignaling.SignalingApexProcessor in the Quote pricing procedure's prehook chain, invoked via execute(RevSignaling.TransactionRequest) during Quote repricing."
QLDescriptionGeneratorPrehookTest,Marc DeBrey,2026-04-27,Marc DeBrey,2026-07-06,test,"Unit tests for QLDescriptionGeneratorPrehook covering description assembly, unit-type segment rules, context-update payload shape, and data-driven QL_Description_Attribute__mdt configuration resolution.",Test class; run by Apex test execution.
QuoteCloneService,Joe Martinez,2025-09-10,Joe Martinez,2025-09-10,impl,"Clones a Quote and its QuoteLineItems in Revenue Cloud, optionally recalculating pricing and syncing the clone to its Opportunity via Opportunity.SyncedQuoteId.","@AuraEnabled methods invoked from a Lightning component/LWC (cloneQuote, cloneQuoteWithLines, syncQuoteToOpportunity, stopSyncingQuote, isQuoteSyncing); also has a @future method syncQuoteToOpportunityAsync for trigger-context calls."
QuoteCloneServiceTest,Joe Martinez,2025-09-10,Joe Martinez,2025-09-10,test,"Unit tests for QuoteCloneService's clone, sync, and total-calculation behavior.",Test class; run by Apex test execution.
QuoteCurrencyChangeService,Joe Martinez,2025-09-10,Joe Martinez,2025-09-10,impl,Recreates a Quote's line items (delete/reinsert) when the quote currency changes and logs an audit Task recording the currency change.,@InvocableMethod (handleCurrencyChange) called from a Flow that handles Quote currency-change events.
QuoteCurrencyChangeServiceTest,Marc DeBrey,2026-02-06,Marc DeBrey,2026-02-06,test,"Unit tests for QuoteCurrencyChangeService covering successful currency change, no-lines case, error handling, and bulk operation.",Test class; run by Apex test execution.
QuoteLineGroupTriggerHandler,Marc DeBrey,2026-01-31,Marc DeBrey,2026-04-16,impl,Propagates a QuoteLineGroup's Hardware__c change (set or cleared) to Hardware_Reference__c on all QuoteLineItems belonging to that group.,"Called from a QuoteLineGroup trigger's after-update context (handleHardwareChange(newGroups, oldMap))."
QuoteLineGroupTriggerHandlerTest,Marc DeBrey,2026-01-31,Marc DeBrey,2026-02-17,test,"Unit tests for QuoteLineGroupTriggerHandler covering hardware update/clear, bulk group updates, empty groups, and non-hardware field changes.",Test class; run by Apex test execution.
QuoteLineItemCurrencyCorrectionHandler,Liam Jeong,2026-07-09,Liam Jeong,2026-07-10,impl,"Before-insert guard (SC-3384) that re-points a QuoteLineItem's PricebookEntryId to the equivalent PricebookEntry in the parent Quote's currency when a mismatch is detected, so the platform's native currency-consistency validation passes.",Called from a QuoteLineItem before-insert trigger/handler (correctPricebookEntryCurrency(newItems)).
QuoteLineItemCurrencyCorrectionTest,Liam Jeong,2026-07-09,Liam Jeong,2026-07-10,test,"Unit tests verifying QuoteLineItemCurrencyCorrectionHandler re-points mismatched-currency PBEs, leaves matching PBEs untouched, and surfaces the native error when no matching-currency PBE exists.",Test class; run by Apex test execution.
QuoteLineItemExchangeRateService,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,impl,Stamps Exchange_Rate_To_USD__c on QuoteLineItems from a dated currency-conversion lookup and propagates that rate to the parent Opportunity when the line's Quote is the Opportunity's syncing Quote.,Called from QuoteLineItem trigger/before-save automation (stampRatesOnLines) and after-save automation (propagateRatesToOpportunities); runs without sharing for the Opportunity update.
QuoteLineItemExchangeRateServiceTest,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,test,"Unit tests for QuoteLineItemExchangeRateService covering bulk rate stamping, blank-currency skip, Opportunity propagation for synced vs non-synced quotes, and null/empty safety.",Test class; run by Apex test execution.
QuoteLineItemTriggerException,Liam Jeong,2026-07-11,Liam Jeong,2026-07-11,impl,"Domain exception type for QuoteLineItem trigger orchestration failures, extending AppException so failures are classifiable via Exception_Type__c.",Thrown/caught internally by QuoteLineItemTriggerHandler when any step in its pipeline fails; not invoked directly elsewhere.
QuoteLineItemTriggerHandler,Joe Martinez,2025-09-10,Liam Jeong,2026-07-11,impl,"Orchestrates the QuoteLineItem trigger pipeline in a fixed order: PBE currency correction, exchange-rate stamping, hardware-group linking, renewal born-net stamping, COLA uplift, renewal auto-add enqueue, asset-quantity normalization enqueue, and Opportunity rate propagation, with a re-entrancy guard and failure telemetry publishing.",Instantiated and called (beforeInsert/beforeUpdate/afterInsert/afterUpdate) from the QuoteLineItem trigger handler dispatch layer for every DML event on QuoteLineItem.
QuoteLineItemTriggerHandlerTest,Marc DeBrey,2026-01-31,Liam Jeong,2026-07-11,test,"Unit test for QuoteLineItemTriggerHandler, covering hardware-group auto-linking on insert/update/move/remove and the telemetry-publish-and-rethrow failure path.",Run by the Apex test runner (@isTest); not invoked in application code.
QuoteMigrationBatch,Marc DeBrey,2026-02-27,Marc DeBrey,2026-03-03,impl,"Batch Apex job that populates Revenue Cloud fields (ServiceDate, SubscriptionTerm, PeriodBoundary, etc.) on legacy migrated Quotes/QuoteLineItems, optionally reprices them via the pricing engine while preserving customer-accepted prices, optionally preps them for Q2O by setting Status=Accepted and creating pre-checked Operations Checklist items, then logs results and emails the initiating user.",Implements Database.Batchable/Stateful/AllowsCallouts; launched via Database.executeBatch from QuoteMigrationController.startMigration (LWC tool) or run manually in anonymous Apex.
QuoteMigrationBatchTest,Marc DeBrey,2026-02-27,Marc DeBrey,2026-03-03,test,"Unit test for QuoteMigrationBatch, covering successful execution, date-skip logic, price preservation, Q2O prep, empty-filter no-ops, field calculations, repricing, and checklist-item idempotency.",Run by the Apex test runner (@IsTest); not invoked in application code.
QuoteMigrationController,Marc DeBrey,2026-02-27,Marc DeBrey,2026-03-03,impl,"Aura/LWC controller exposing preview (record counts, field-gap analysis), batch-start, batch-status, and CSV-driven QuoteLineItemAttribute loading operations for the Quote Migration admin tool.","@AuraEnabled methods called from a Lightning Web Component migration UI; delegates to QuoteMigrationService, QuoteMigrationBatch, AttributeLoadingService, and AttributeLoadingBatch."
QuoteMigrationControllerTest,Marc DeBrey,2026-02-27,Marc DeBrey,2026-03-03,test,"Unit test for QuoteMigrationController, covering record-count/field-gap previews, migration start/status, defaults retrieval, and attribute CSV preview/load endpoints.",Run by the Apex test runner (@IsTest); not invoked in application code.
QuoteMigrationService,Marc DeBrey,2026-02-27,Nir Kailash,2026-06-22,impl,"Service layer for the Quote Migration tool providing record-count/field-gap analysis, CMT-driven default resolution, per-record field calculation (ServiceDate, SubscriptionTerm, PeriodBoundary) for legacy CPQ-to-Revenue-Cloud migration, price capture/restore around repricing, Flow-based Quote repricing invocation, and pre-checked Operations Checklist item creation for Q2O readiness.",Static utility methods called by QuoteMigrationController and QuoteMigrationBatch (start/execute/finish); repriceQuote invokes the Fortra_Quote_Reprice autolaunched Flow via Flow.Interview.
QuoteMigrationServiceTest,Marc DeBrey,2026-02-27,Marc DeBrey,2026-03-03,test,"Unit test for QuoteMigrationService, covering QLI field calculation edge cases (term length, PeriodBoundary Anniversary vs DayOfPeriod, existing-value preservation), default resolution, record counts, field-gap analysis, price capture/restore, and repriceQuote wrapper behavior.",Run by the Apex test runner (@IsTest); not invoked in application code.
QuotePriceStampQueueable,Nir Kailash,2026-06-22,Nir Kailash,2026-06-22,impl,"Re-stamps partner unit/source-list prices on a Quote's attribute-derived lines after RCA persist commits, preventing persistContextData from overwriting those stamps.",Implements Queueable; enqueued (System.enqueueJob) after a Quote reprice from the Transaction Line Editor to run PartnerNetPricePosthook.stampAttributeListPricesForQuote asynchronously.
QuoteRenewalTypeHandler,Nir Kailash,2026-06-07,Nir Kailash,2026-06-10,impl,Sets Quote_Type__c to 'Renewal' on asset-initiated renewal quotes (OriginalActionType='Renew') so Product Configuration Rules like Year 2 Maintenance AutoAdd evaluate correctly via the QuoteTypeText__c formula.,Static methods (applyRenewalQuoteType/normalizeRenewalQuoteType) called from a Quote trigger handler or Flow-invoking Apex during renewal quote creation/update.
QuoteRenewalTypeHandlerTest,Nir Kailash,2026-06-07,Nir Kailash,2026-06-10,test,"Unit test for QuoteRenewalTypeHandler, verifying Quote_Type__c is normalized to Renewal only when OriginalActionType='Renew', including null/empty/batch and idempotency cases.",Run by the Apex test runner (@IsTest); not invoked in application code.
QuoteRepricingController,Marc DeBrey,2026-01-31,Marc DeBrey,2026-03-17,impl,"Applies a header-level discount (percentage or amount, with proportionate/equal distribution logic) across a Quote's line items and provides quote-lock availability polling to avoid record-locking conflicts during repricing.","@AuraEnabled methods (repriceQuote, isQuoteAvailable, waitForQuoteAvailable) called from an LWC that applies header discounts on the Quote UI."
QuoteRepricingControllerTest,Marc DeBrey,2026-01-31,Marc DeBrey,2026-03-17,test,"Unit test for QuoteRepricingController, covering percentage and amount discount distribution (proportionate/equal/zero-subtotal), error paths, and quote-availability polling.",Run by the Apex test runner (@isTest); not invoked in application code.
QuoteSyncingTriggerHandler,Marc DeBrey,2026-02-02,Marc DeBrey,2026-02-02,impl,Detects when a Quote's IsSyncing flag flips to true for an Opportunity in the 'Order Processing' stage and triggers Operations Checklist initialization for that Opportunity.,Called from the Quote trigger's after-update handler (handleAfterUpdate); delegates to ChecklistInitializationService.initializeChecklistForQuote.
QuoteSyncingTriggerHandlerTest,Marc DeBrey,2026-02-02,Marc DeBrey,2026-02-02,test,"Unit test for QuoteSyncingTriggerHandler, verifying Quote_Checklist_Item__c creation logic tied to Opportunity stage and Quote.IsSyncing transitions.","Executed by the Apex test runner (@IsTest); calls QuoteSyncingTriggerHandler.processOpportunities and handleAfterUpdate directly, and fires QuoteSyncingTrigger via a Quote update."
QuoteSyncQueueable,Joe Martinez,2025-09-10,Joe Martinez,2025-09-10,impl,"Asynchronously sets Opportunity.SyncedQuoteId for one or more Quotes, since SyncedQuoteId cannot be updated in the same transaction as the Quote DML that triggered the sync.",Implements Queueable; enqueued (System.enqueueJob) from Quote-related trigger/Flow logic after a Quote is marked as the syncing quote for its Opportunity.
QuoteToOrderFieldMapper,Marc DeBrey,2026-04-16,Liam Jeong,2026-07-09,impl,"Invocable Q2O bridge that copies custom fields (Hardware, Partition, Bill/Ship place, Source_List_Price__c, ABA_Raw_Net__c) and maintenance/renewal carry-forward pricing from QuoteLineItems/Quote header onto the newly created Order/OrderItems after createOrderFromQuote.","Invoked from the Quote-to-Order Flow via @InvocableMethod mapFields, placed between createOrderFromQuote and SplitPowerOrderLines."
QuoteToOrderFieldMapperTest,Marc DeBrey,2026-04-16,Nir Kailash,2026-06-12,test,"Unit test for QuoteToOrderFieldMapper covering line-level field mapping, header Bill/Ship carryover, renewal and new-business maintenance base overwrite, and SOQL/DML budget checks.",Executed by the Apex test runner (@isTest); calls QuoteToOrderFieldMapper.mapFields with constructed MapRequest objects.
RCACatalogTreeController,Joe Martinez,2026-03-30,Marc DeBrey,2026-04-15,impl,"LWC controller exposing ProductCatalog/ProductCategory tree navigation, active/cumulative product counts, and lazy-loading tree-node data for the RCA Product Creator catalog browser.","Called from a Lightning Web Component via @AuraEnabled(cacheable=true)/@AuraEnabled methods (getProductCatalogs, getCategoriesForCatalog, getTreeRoot, getTreeChildren, etc.)."
RCACatalogTreeControllerTest,Joe Martinez,2026-03-30,Marc DeBrey,2026-04-15,test,"Unit test for RCACatalogTreeController validating catalog/category/product tree queries, active-product filtering, and wrapper class behavior.",Executed by the Apex test runner (@isTest); calls the controller's @AuraEnabled static methods directly.
RCAProductCreationController,Marc DeBrey,2026-03-31,Marc DeBrey,2026-04-15,impl,"LWC controller for the RCA Product Creator UI handling CSV/Excel upload parsing, reference-data retrieval, product search, and delegating validation/creation to RCAProductCreationService.","Called from a Lightning Web Component via @AuraEnabled methods (parseCSVFile, validateProducts, createProducts, getReferenceData, searchProducts, etc.)."
RCAProductCreationControllerTest,Marc DeBrey,2026-03-31,Marc DeBrey,2026-04-15,test,"Unit test for RCAProductCreationController covering CSV parsing (quotes, bundle components, line endings), reference data, search, and product creation delegation.",Executed by the Apex test runner (@isTest); calls the controller's @AuraEnabled static methods directly.
RCAProductCreationService,Marc DeBrey,2026-03-31,Marc DeBrey,2026-04-15,impl,"Bulk service that creates Product2 records plus related ProductSellingModelOption, ProductCategoryProduct, PricebookEntry, ProductComponentGroup, and ProductRelatedComponent records for simple and bundle products during RCA product migration.","Invoked by RCAProductCreationController's @AuraEnabled createProducts/validateProducts methods, and exposes its own @AuraEnabled(cacheable=true) reference-data getters called from the LWC."
RCAProductCreationServiceTest,Marc DeBrey,2026-03-31,Marc DeBrey,2026-04-15,test,"Unit test for RCAProductCreationService covering simple/bundle product creation, bulk creation, validation error cases, and default wrapper values.",Executed by the Apex test runner (@isTest); calls RCAProductCreationService.createProducts/validateRequests and reference-data getters directly.
RCATechnicalProductController,Marc DeBrey,2026-03-31,Marc DeBrey,2026-04-15,impl,"LWC controller for the RCA Technical Product Creator UI, providing commercial-product search (with Workday fields), suggested technical-product naming, and spreadsheet upload parsing/validation.","Called from a Lightning Web Component via @AuraEnabled methods (searchCommercialProducts, getProductsByIds, getSuggestedTechnicalProduct, parseSpreadsheet, createTechnicalProducts, etc.)."
RCATechnicalProductControllerTest,Marc DeBrey,2026-03-31,Marc DeBrey,2026-04-15,test,"Unit test for RCATechnicalProductController covering commercial product search/filtering, Workday field propagation, suggested technical product naming with code-conflict resolution, and technical product creation.",Executed by the Apex test runner (@isTest); calls the controller's @AuraEnabled static methods directly.
RCATechnicalProductService,Joe Martinez,2026-03-30,Marc DeBrey,2026-04-15,impl,"Service that bulk-creates Technical Product2 records (no Type/DecompositionScope) plus ProductFulfillmentDecompRule links and inherited ProductSellingModelOption/PricebookEntry/ProductCategoryProduct records from their commercial-product source, rolling back the whole batch via savepoint if any related record fails.",Invoked by RCATechnicalProductController's createTechnicalProducts/validateRequests @AuraEnabled methods (JSON-deserialized requests from the LWC).
RCATechnicalProductServiceTest,Joe Martinez,2026-03-30,Marc DeBrey,2026-04-15,test,"Unit test for RCATechnicalProductService covering technical product creation, decomp rule creation, inheritance of Workday/Fortra fields, and bulk-copy of PSMO/PricebookEntry/ProductCategoryProduct related records including partial-failure and no-related-records scenarios.",Executed by the Apex test runner (@isTest); calls RCATechnicalProductService.createTechnicalProducts/validateRequests directly.
RealEmailSenderResult,Keith Irwin,2026-03-11,Keith Irwin,2026-03-11,impl,"Thin wrapper implementing IEmailSenderResult around Salesforce's Messaging.SendEmailResult, exposing isSuccess/getErrorMessage for production email sends.","Instantiated by DefaultEmailSender after calling Messaging.sendEmail, wrapping each SendEmailResult for callers coded against the IEmailSenderResult interface."
